User,Card,Year,Month,Day,Time,Amount,Use Chip,Card number,Merchant City,Merchant State,Zip,MCC,Errors?,Is Fraud?
0,0,2002,9,1,6:21,$134.09 ,Swipe Transaction,4685370244169283,La Verne,CA,91750,5300,,No
0,0,2002,9,1,6:42,$38.48 ,Swipe Transaction,5254338671695551,Monterey Park,CA,91754,5411,,No
0,0,2002,9,2,6:22,$120.34 ,Swipe Transaction,5764133440846689,Monterey Park,CA,91754,5411,,No
0,0,2002,9,2,17:45,$128.95 ,Swipe Transaction,5179211547158075,Monterey Park,CA,91754,5651,,No
0,0,2002,9,3,6:23,$104.71 ,Swipe Transaction,5172118224009293,La Verne,CA,91750,5912,,No
0,0,2002,9,3,13:53,$86.19 ,Swipe Transaction,5867727546265982,Monterey Park,CA,91755,5970,,No
0,0,2002,9,4,5:51,$93.84 ,Swipe Transaction,5052440378992955,Monterey Park,CA,91754,5411,,No
0,0,2002,9,4,6:09,$123.50 ,Swipe Transaction,5454198029567960,Monterey Park,CA,91754,5411,,No
0,0,2002,9,5,6:14,$61.72 ,Swipe Transaction,4086369836640262,Monterey Park,CA,91754,5411,,No
0,0,2002,9,5,9:35,$57.10 ,Swipe Transaction,5400182448188961,La Verne,CA,91750,7538,,No
0,0,2002,9,5,20:18,$76.07 ,Swipe Transaction,4215026986628626,La Verne,CA,91750,5814,,No
0,0,2002,9,5,20:41,$53.91 ,Online Transaction,4921858287042321,ONLINE,,,4900,,No
0,0,2002,9,6,6:16,$110.37 ,Swipe Transaction,5047582065725201,Mira Loma,CA,91752,5541,,No
0,0,2002,9,7,6:16,$117.05 ,Swipe Transaction,315253583009303,Monterey Park,CA,91754,5411,,No
0,0,2002,9,7,6:34,$45.30 ,Swipe Transaction,4699958965879610,Monterey Park,CA,91755,5942,,No
0,0,2002,9,7,9:39,$29.34 ,Swipe Transaction,4973318740626868,La Verne,CA,91750,7538,,No
0,0,2002,9,8,6:10,$147.45 ,Swipe Transaction,5400982759283574,La Verne,CA,91750,5912,,No
0,0,2002,9,8,6:38,$27.75 ,Swipe Transaction,5679478018180576,La Verne,CA,91750,5411,,No
0,0,2002,9,8,13:48,$76.57 ,Swipe Transaction,314664594016772,Monterey Park,CA,91754,5411,,No
0,0,2002,9,8,22:01,$22.56 ,Swipe Transaction,5773754472145445,Mira Loma,CA,91752,7832,,No
0,0,2002,9,9,6:54,$37.50 ,Swipe Transaction,329374832925921,La Verne,CA,91750,5411,,No
0,0,2002,9,9,9:40,$65.50 ,Swipe Transaction,5079922576804283,La Verne,CA,91750,7538,Technical Glitch,No
0,0,2002,9,9,13:19,$56.42 ,Swipe Transaction,4966050979388902,La Verne,CA,91750,5311,,No
0,0,2002,9,9,13:31,$2.71 ,Swipe Transaction,5322126645643429,La Verne,CA,91750,5411,,No
0,0,2002,9,9,20:02,$144.90 ,Online Transaction,5169705466479218,ONLINE,,,4899,,No
0,0,2002,9,10,6:20,$160.00 ,Swipe Transaction,5455692825493528,Mira Loma,CA,91752,4829,,No
0,0,2002,9,10,6:22,$102.18 ,Swipe Transaction,4940574343090024,La Verne,CA,91750,5300,,No
0,0,2002,9,10,6:31,$36.73 ,Swipe Transaction,326339433819854,La Verne,CA,91750,5912,,No
0,0,2002,9,10,21:39,$29.33 ,Swipe Transaction,4459121196885642,Mira Loma,CA,91752,7832,,No
0,0,2002,9,11,6:28,$162.39 ,Swipe Transaction,354505344407390,La Verne,CA,91750,5411,,No
0,0,2002,9,11,6:33,$34.40 ,Swipe Transaction,5457193458056810,La Verne,CA,91750,5912,,No
0,0,2002,9,11,13:06,$62.06 ,Swipe Transaction,4855885434237625,Mira Loma,CA,91752,5541,,No
0,0,2002,9,11,13:17,($99.00),Swipe Transaction,4559380028737071,Mira Loma,CA,91752,5541,,No
0,0,2002,9,11,13:23,$99.00 ,Swipe Transaction,5793823082189569,Mira Loma,CA,91752,5541,,No
0,0,2002,9,11,19:30,$80.18 ,Swipe Transaction,4597650893698249,La Verne,CA,91750,5812,,No
0,0,2002,9,12,6:21,$122.10 ,Swipe Transaction,5611522756791997,La Verne,CA,91750,5411,Insufficient Balance,No
0,0,2002,9,12,6:26,$92.76 ,Swipe Transaction,5754706935084019,La Verne,CA,91750,5411,,No
0,0,2002,9,12,6:50,$52.52 ,Swipe Transaction,5916545236079509,La Verne,CA,91750,5411,,No
0,0,2002,9,12,11:43,$1.13 ,Swipe Transaction,395345060148797,La Verne,CA,91750,5499,,No
0,0,2002,9,13,6:22,$126.79 ,Swipe Transaction,5835488238900107,La Verne,CA,91750,5300,,No
0,0,2002,9,13,6:37,$44.41 ,Swipe Transaction,5691905533359944,La Verne,CA,91750,5912,,No
0,0,2002,9,14,6:09,$164.37 ,Swipe Transaction,4592017788097897,La Verne,CA,91750,5912,,No
0,0,2002,9,14,13:08,$12.76 ,Swipe Transaction,4157877736359764,La Verne,CA,91750,5814,,No
0,0,2002,9,15,5:34,$109.94 ,Swipe Transaction,4706797634213663,La Verne,CA,91750,5912,,No
0,0,2002,9,15,6:18,$126.29 ,Swipe Transaction,4696902139977410,La Verne,CA,91750,5311,,No
0,0,2002,9,15,6:55,$40.81 ,Swipe Transaction,4474874486729578,La Verne,CA,91750,5411,,No
0,0,2002,9,15,13:54,$81.35 ,Swipe Transaction,5560061541901648,Diamond Bar,CA,91765,5719,,No
0,0,2002,9,16,6:00,$115.34 ,Swipe Transaction,4161722287532690,La Verne,CA,91750,5300,,No
0,0,2002,9,16,6:45,$44.25 ,Swipe Transaction,5474945486540306,La Verne,CA,91750,5411,,No
0,0,2002,9,17,6:09,$120.19 ,Swipe Transaction,4133581250475930,La Verne,CA,91750,5912,Insufficient Balance,No
0,0,2002,9,17,6:24,$159.72 ,Swipe Transaction,366520954874839,La Verne,CA,91750,5912,,No
0,0,2002,9,18,6:19,$128.85 ,Swipe Transaction,322453324871897,La Verne,CA,91750,5300,,No
0,0,2002,9,18,20:01,$92.30 ,Swipe Transaction,325342510254113,La Verne,CA,91750,5814,,No
0,0,2002,9,19,6:25,$168.11 ,Swipe Transaction,5125647538274113,La Verne,CA,91750,5912,,No
0,0,2002,9,19,9:42,$53.09 ,Swipe Transaction,5991004678910438,La Verne,CA,91750,7538,,No
0,0,2002,9,20,6:01,$104.77 ,Swipe Transaction,5348108239138924,La Verne,CA,91750,5311,Insufficient Balance,No
0,0,2002,9,20,6:17,$119.69 ,Swipe Transaction,4049373677960607,La Verne,CA,91750,5311,,No
0,0,2002,9,21,6:27,$145.50 ,Swipe Transaction,5467734960108980,Mira Loma,CA,91752,5541,,No
0,0,2002,9,21,6:47,$48.34 ,Swipe Transaction,4772324802242471,Monterey Park,CA,91755,5942,,No
0,0,2002,9,21,14:23,$2.79 ,Swipe Transaction,5858026767803910,Monterey Park,CA,91754,5411,,No
0,0,2002,9,22,6:50,$47.51 ,Swipe Transaction,5288183247403846,La Verne,CA,91750,5411,,No
0,0,2002,9,22,9:29,$51.98 ,Swipe Transaction,4893597498035434,La Verne,CA,91750,7538,,No
0,0,2002,9,22,9:37,$82.90 ,Swipe Transaction,5205177909482379,La Verne,CA,91750,7538,,No
0,0,2002,9,22,20:16,$76.37 ,Swipe Transaction,5505908551325322,Mira Loma,CA,91752,5812,,No
0,0,2002,9,23,6:01,$134.89 ,Swipe Transaction,4254478565698366,La Verne,CA,91750,5300,,No
0,0,2002,9,23,6:46,$35.28 ,Swipe Transaction,5981401699297039,La Verne,CA,91750,5912,,No
0,0,2002,9,23,20:26,$80.65 ,Swipe Transaction,5691905533359944,La Verne,CA,91750,5814,,No
0,0,2002,9,24,6:07,$112.67 ,Swipe Transaction,5960254965868032,La Verne,CA,91750,5300,,No
0,0,2002,9,25,6:19,$162.26 ,Swipe Transaction,5016909247780196,La Verne,CA,91750,5912,,No
0,0,2002,9,25,6:36,$39.38 ,Swipe Transaction,4477489362734994,Monterey Park,CA,91754,5411,,No
0,0,2002,9,25,13:01,$55.76 ,Swipe Transaction,5395413641992121,La Verne,CA,91750,5499,,No
0,0,2002,9,25,13:10,$100.00 ,Swipe Transaction,5998020597750681,La Verne,CA,91750,5499,,No
0,0,2002,9,25,13:14,($100.00),Swipe Transaction,4272312295078550,La Verne,CA,91750,5499,,No
0,0,2002,9,26,6:25,$93.37 ,Swipe Transaction,5925756786369213,La Verne,CA,91750,5300,,No
0,0,2002,9,27,6:21,$199.71 ,Swipe Transaction,4639536674901608,Monterey Park,CA,91754,5411,,No
0,0,2002,9,27,8:01,$23.18 ,Swipe Transaction,371624685132627,La Verne,CA,91750,5411,,No
0,0,2002,9,27,9:42,$57.64 ,Swipe Transaction,6669631772050778,La Verne,CA,91750,7538,,No
0,0,2002,9,28,5:36,$78.46 ,Swipe Transaction,5554908163647067,La Verne,CA,91750,5411,,No
0,0,2002,9,28,6:23,$141.70 ,Swipe Transaction,5042804591987313,La Verne,CA,91750,5912,,No
0,0,2002,9,28,9:32,$55.41 ,Swipe Transaction,4920320482307224,La Verne,CA,91750,7538,,No
0,0,2002,9,28,13:13,$153.36 ,Swipe Transaction,4372566654697981,La Verne,CA,91750,4900,,No
0,0,2002,9,29,6:06,$119.61 ,Swipe Transaction,4764392547989876,La Verne,CA,91750,5912,Insufficient Balance,No
0,0,2002,9,29,6:22,$120.25 ,Swipe Transaction,6151262896814388,La Verne,CA,91750,5912,Insufficient Balance,No
0,0,2002,9,29,6:33,$40.58 ,Swipe Transaction,5314005209195975,La Verne,CA,91750,5912,,No
0,0,2002,9,29,20:15,$165.96 ,Swipe Transaction,5158576738638750,Mira Loma,CA,91752,4814,,No
0,0,2002,9,30,6:21,$127.32 ,Online Transaction,5304434448477779,ONLINE,,,5311,,No
0,0,2002,9,30,6:57,$38.13 ,Swipe Transaction,4874419326645327,La Verne,CA,91750,5912,,No
0,0,2002,9,30,12:52,$11.30 ,Swipe Transaction,4126600786733032,Mira Loma,CA,91752,5541,,No
0,0,2002,9,30,20:07,$80.05 ,Swipe Transaction,5538874717660586,La Verne,CA,91750,5814,,No
0,0,2002,10,1,6:15,$119.73 ,Swipe Transaction,5503299875661525,La Verne,CA,91750,5912,,No
0,0,2002,10,1,6:56,$30.90 ,Swipe Transaction,5787876223130828,Monterey Park,CA,91754,5411,,No
0,0,2002,10,1,11:34,$34.89 ,Swipe Transaction,5407128452594549,La Verne,CA,91750,5300,,No
0,0,2002,10,2,6:17,$139.34 ,Swipe Transaction,4668572513233214,Mira Loma,CA,91752,5541,,No
0,0,2002,10,3,5:59,$46.46 ,Swipe Transaction,5386335706439778,La Verne,CA,91750,5411,,No
0,0,2002,10,3,6:12,$102.74 ,Swipe Transaction,5272390505326909,Monterey Park,CA,91754,5411,,No
0,0,2002,10,3,6:50,$36.44 ,Swipe Transaction,4388509355512107,Monterey Park,CA,91755,5942,,No
0,0,2002,10,4,6:20,$114.87 ,Swipe Transaction,4764392547989876,La Verne,CA,91750,5300,,No
0,0,2002,10,5,9:34,$53.13 ,Swipe Transaction,5868862947419305,La Verne,CA,91750,7538,,No
0,0,2002,10,5,10:38,$16.87 ,Swipe Transaction,5446786190259541,La Verne,CA,91750,7210,,No
0,0,2002,10,6,6:14,$139.39 ,Online Transaction,4246551286869282,ONLINE,,,5311,,No
0,0,2002,10,7,6:24,$133.96 ,Swipe Transaction,4573117764811951,La Verne,CA,91750,5411,,No
0,0,2002,10,8,6:24,$100.00 ,Swipe Transaction,5033135709911480,Mira Loma,CA,91752,4829,,No
0,0,2002,10,8,6:26,$154.70 ,Swipe Transaction,5215179642753327,La Verne,CA,91750,5912,,No
0,0,2002,10,8,8:24,$27.22 ,Swipe Transaction,5768399039617120,La Verne,CA,91750,5193,,No
0,0,2002,10,9,6:10,$118.25 ,Swipe Transaction,4400094918183273,Mira Loma,CA,91752,5541,,No
0,0,2002,10,9,6:44,$31.01 ,Swipe Transaction,372726260198911,Monterey Park,CA,91755,5942,,No
0,0,2002,10,9,8:16,$53.09 ,Online Transaction,5925756786369213,ONLINE,,,5193,,No
0,0,2002,10,10,6:24,$142.06 ,Swipe Transaction,5168351147755520,La Verne,CA,91750,5912,,No
0,0,2002,10,11,5:52,$172.67 ,Swipe Transaction,5818148628470967,La Verne,CA,91750,5912,,No
0,0,2002,10,11,6:08,$159.46 ,Swipe Transaction,4525977155603081,La Verne,CA,91750,5411,,No
0,0,2002,10,11,6:57,$37.69 ,Swipe Transaction,4692209881034936,Monterey Park,CA,91755,5942,,No
0,0,2002,10,11,20:00,$87.47 ,Swipe Transaction,4397605575320998,La Verne,CA,91750,5814,,No
0,0,2002,10,12,6:29,$168.96 ,Swipe Transaction,6737538441360610,La Verne,CA,91750,5411,,No
0,0,2002,10,13,6:21,$135.41 ,Swipe Transaction,5056525550531002,La Verne,CA,91750,5300,,No
0,0,2002,10,13,6:33,$30.00 ,Swipe Transaction,6203739864158389,La Verne,CA,91750,5912,,No
0,0,2002,10,13,13:00,$58.62 ,Swipe Transaction,4470822684089911,La Verne,CA,91750,5499,,No
0,0,2002,10,13,13:15,($99.00),Swipe Transaction,4986369179342271,La Verne,CA,91750,5499,,No
0,0,2002,10,13,13:17,$99.00 ,Swipe Transaction,4646061658785929,La Verne,CA,91750,5499,,No
0,0,2002,10,14,6:12,$100.75 ,Swipe Transaction,4868990994344273,La Verne,CA,91750,5912,,No
0,0,2002,10,14,6:12,"$1,049.82 ",Swipe Transaction,6513518494320521,San Diego,CA,92123,3058,,No
0,0,2002,10,14,18:58,$207.00 ,Swipe Transaction,5720852309018318,Tilden,NE,68781,3395,,No
0,0,2002,10,15,6:03,$99.09 ,Swipe Transaction,4415565987469377,Lincoln,NE,68521,5912,,No
0,0,2002,10,15,13:11,($88.00),Swipe Transaction,339750311058511,Lincoln,NE,68521,5541,,No
0,0,2002,10,15,13:17,$88.00 ,Swipe Transaction,5854204096882081,Lincoln,NE,68521,5541,,No
0,0,2002,10,15,13:21,$55.30 ,Swipe Transaction,5995510727358219,Lincoln,NE,68521,5541,,No
0,0,2002,10,15,16:49,$93.02 ,Swipe Transaction,4009824948264772,Lincoln,NE,68521,5651,,No
0,0,2002,10,16,11:47,$142.68 ,Swipe Transaction,5545501337471546,Tilden,NE,68781,3395,,No
0,0,2002,10,16,11:54,($207.00),Swipe Transaction,5439379970529141,Tilden,NE,68781,3395,,No
0,0,2002,10,16,14:09,$3.65 ,Swipe Transaction,357520397345697,Monterey Park,CA,91754,5411,,No
0,0,2002,10,16,20:01,$521.24 ,Swipe Transaction,4956654746579365,La Verne,CA,91750,6300,,No
0,0,2002,10,17,6:09,$114.05 ,Swipe Transaction,5929990861229924,La Verne,CA,91750,5300,,No
0,0,2002,10,18,6:12,$91.10 ,Swipe Transaction,5297814036761845,La Verne,CA,91750,5411,,No
0,0,2002,10,18,11:32,$1.84 ,Swipe Transaction,5683330455656295,La Verne,CA,91750,5499,,No
0,0,2002,10,19,6:29,$130.22 ,Swipe Transaction,5115060727983375,La Verne,CA,91750,5411,,No
0,0,2002,10,19,6:47,$24.02 ,Swipe Transaction,4119268573253939,La Verne,CA,91750,5912,,No
0,0,2002,10,20,6:46,$41.02 ,Swipe Transaction,4868987724427798,La Verne,CA,91750,5912,,No
0,0,2002,10,21,6:47,$43.69 ,Swipe Transaction,5174537590358880,La Verne,CA,91750,5912,,No
0,0,2002,10,21,12:31,$49.08 ,Swipe Transaction,5831265252494760,Mira Loma,CA,91752,5541,,No
0,0,2002,10,21,12:39,($57.00),Swipe Transaction,4759540467704662,Mira Loma,CA,91752,5541,,No
0,0,2002,10,21,12:52,$57.00 ,Swipe Transaction,4208678188310578,Mira Loma,CA,91752,5541,,No
0,0,2002,10,22,6:07,$164.49 ,Swipe Transaction,5557896137687493,La Verne,CA,91750,5300,,No
0,0,2002,10,23,6:00,$201.62 ,Swipe Transaction,4241977850163967,La Verne,CA,91750,5300,,No
0,0,2002,10,23,9:32,$17.82 ,Swipe Transaction,5882324108899621,La Verne,CA,91750,7538,,No
0,0,2002,10,24,6:19,$118.96 ,Swipe Transaction,5377858405611171,La Verne,CA,91750,5912,,No
0,0,2002,10,24,13:04,$66.00 ,Swipe Transaction,5584427717587374,La Verne,CA,91750,5499,,No
0,0,2002,10,24,13:23,$62.01 ,Swipe Transaction,5281056728185174,La Verne,CA,91750,5499,,No
0,0,2002,10,24,13:26,($66.00),Swipe Transaction,5217967974128120,La Verne,CA,91750,5499,,No
0,0,2002,10,25,6:06,$39.12 ,Swipe Transaction,4771456546451310,Monterey Park,CA,91754,5411,,No
0,0,2002,10,25,6:14,$148.58 ,Swipe Transaction,4454771454125736,La Verne,CA,91750,5411,,No
0,0,2002,10,25,13:48,$35.82 ,Swipe Transaction,5411382690193634,Diamond Bar,CA,91765,5719,,No
0,0,2002,10,25,20:10,$73.35 ,Swipe Transaction,4770102025264543,La Verne,CA,91750,5814,,No
0,0,2002,10,26,6:05,$119.43 ,Swipe Transaction,4744550421746165,La Verne,CA,91750,5912,,No
0,0,2002,10,26,6:55,$38.42 ,Swipe Transaction,4239689640583423,Monterey Park,CA,91755,5942,,No
0,0,2002,10,26,22:13,$216.47 ,Swipe Transaction,4224737440603281,La Verne,CA,91750,8043,,No
0,0,2002,10,27,6:04,$131.02 ,Swipe Transaction,4651166179945088,Mira Loma,CA,91752,5541,,No
0,0,2002,10,27,6:40,$37.06 ,Swipe Transaction,5050180938587173,La Verne,CA,91750,5912,,No
0,0,2002,10,28,6:17,$156.93 ,Swipe Transaction,5488341441971894,La Verne,CA,91750,5311,,No
